brbpri1	Pachyptila vittata	Broad-billed Prion
brbrol1	Eurystomus glaucurus	Broad-billed Roller
brbsan	Calidris falcinellus	Broad-billed Sandpiper
brbsol1	Myadestes occidentalis	Brown-backed Solitaire
brbwoo1	Dendropicos obsoletus	Brown-backed Woodpecker
brcfly1	Myiophobus fasciatus	Bran-colored Flycatcher
brcful1	Alcippe poioicephala	Brown-cheeked Fulvetta
brcmar1	Progne tapera	Brown-chested Martin
brcsta1	Onychognathus salvadorii	Bristle-crowned Starling
brctch1	Tchagra australis	Brown-crowned Tchagra
brcwea1	Ploceus insignis	Brown-capped Weaver
brdowl	Strix varia	Barred Owl
brebla	Euphagus cyanocephalus	Brewer's Blackbird
brebul1	Hypsipetes amaurotis	Brown-eared Bulbul
brespa	Spizella breweri	Brewer's Sparrow
brewoo1	Pardipicus caroli	Brown-eared Woodpecker
brfowl1	Ketupa zeylonensis	Brown Fish-Owl
brfwoo1	Dendrocoptes auriceps	Brown-fronted Woodpecker
brgpig1	Treron waalia	Bruce's Green-Pigeon
brhbar1	Psilopogon zeylanicus	Brown-headed Barbet
brhgul2	Chroicocephalus maculipennis	Brown-hooded Gull
brhhon1	Melithreptus brevirostris	Brown-headed Honeyeater
brhkin1	Halcyon albiventris	Brown-hooded Kingfisher
brhthr1	Turdus chrysolaus	Brown-headed Thrush
brican1	Crithagra sulphurata	Brimstone Canary
bripet	Hydrobates pelagicus	European Storm-Petrel
briter1	Onychoprion anaethetus	Bridled Tern
britit	Baeolophus wollweberi	Bridled Titmouse
brlwar1	Phylloscopus subviridis	Brooks's Leaf Warbler
brnbar1	Gymnobucco peli	Bristle-nosed Barbet
brnboo	Sula leucogaster	Brown Booby
brncac1	Pseudoseisura lophotes	Brown Cacholote
brncre	Certhia americana	Brown Creeper
brnfir1	Lagonosticta nitidula	Brown Firefinch
brnhao1	Ninox scutulata	Brown Boobook
brnjay	Cyanocorax morio	Brown Jay
brnnod	Anous stolidus	Brown Noddy
brnowl	Tyto alba	American Barn Owl
brnpar1	Poicephalus fuscicollis	Brown-necked Parrot
brnpel	Pelecanus occidentalis	Brown Pelican
brnpig1	Columba iriditorques	Western Bronze-naped Pigeon
brnrav1	Corvus ruficollis	Brown-necked Raven
brnshr	Lanius cristatus	Brown Shrike
brnsku3	Stercorarius antarcticus	Brown Skua
brnthr	Toxostoma rufum	Brown Thrasher
brnwar1	Curruca lugens	Brown Parisoma
broacc1	Prunella fulvescens	Brown Accentor
brobab1	Turdoides plebejus	Brown Babbler
brobul1	Pyrrhula nipalensis	Brown Bullfinch
brocow1	Molothrus aeneus	Bronzed Cowbird
brocra1	Zapornia akool	Brown Crake
brodip1	Cinclus pallasii	Brown Dipper
brodro1	Dicrurus aeneus	Bronzed Drongo
brofal1	Falco berigora	Brown Falcon
brogos1	Tachyspiza fasciata	Brown Goshawk
brohon1	Lichmera indistincta	Brown Honeyeater
broill1	Illadopsis fulvescens	Brown Illadopsis
brojac1	Galbula leucogastra	Bronzy Jacamar
brojac2	Brachygalba lugubris	Brown Jacamar
brolga1	Antigone rubicunda	Brolga
broman1	Spermestes cucullata	Bronze Mannikin
bronig1	Veles binotatus	Brown Nightjar
bropar1	Paradoxornis unicolor	Brown Parrotbill
broqua1	Synoicus ypsilophorus	Brown Quail
broson1	Cincloramphus cruralis	Brown Songlark
brosun1	Nectarinia kilimensis	Bronze Sunbird
brotho1	Acanthiza pusilla	Brown Thornbill
brotin1	Crypturellus obsoletus	Brown Tinamou
brotre2	Climacteris picumnus	Brown Treecreeper
brratt1	Attila spadiceus	Bright-rumped Attila
brrbun1	Emberiza affinis	Brown-rumped Bunting
brrmin1	Pericrocotus cantonensis	Brown-rumped Minivet
brrsee1	Crithagra tristriata	Brown-rumped Seedeater
brrwhe6	Zosterops poliogastrus	Ethiopian white-eye
brseag1	Circaetus cinereus	Brown Snake-Eagle
brtcha1	Oenanthe scotocerca	Brown-tailed Chat
brtcur	Numenius tahitiensis	Bristle-thighed Curlew
brthum	Selasphorus platycercus	Broad-tailed Hummingbird
brtpar1	Eupsittula pertinax	Brown-throated Parakeet
brubro1	Phaps elegans	Brush Bronzewing
brubru1	Nilaus afer	Brubru
brucuc1	Cacomantis variolosus	Sahul Brush Cuckoo
brucuc2	Cacomantis sepulcralis	Sunda Brush Cuckoo
brutin1	Nothoprocta cinerascens	Brushland Tinamou
brwcou1	Rhinoptilus chalcopterus	Bronze-winged Courser
brwhaw	Buteo platypterus	Broad-winged Hawk
brwjac1	Metopidius indicus	Bronze-winged Jacana
brwowl1	Strix leptogrammica	Brown Wood-Owl
brwwar1	Phylloscopus umbrovirens	Brown Woodland-Warbler
bsbeye1	Phlegopsis nigromaculata	Black-spotted Bare-eye
bswdov1	Turtur afer	Blue-spotted Wood-Dove
btbeat1	Merops philippinus	Blue-tailed Bee-eater
btbeat2	Merops viridis	Blue-throated Bee-eater
btbsun2	Cyanomitra cyanolaema	Blue-throated Brown Sunbird
btbwar	Setophaga caerulescens	Black-throated Blue Warbler
btfgle1	Automolus ochrolaemus	Ochre-throated Foliage-gleaner
btgsta1	Lamprotornis chalcurus	Bronze-tailed Starling
btmjay	Cyanocorax colliei	Black-throated Magpie-Jay
btnhen1	Tribonyx ventralis	Black-tailed Nativehen
btnwar	Setophaga virens	Black-throated Green Warbler
btther1	Tigrisoma mexicanum	Bare-throated Tiger-Heron
btweye1	Platysteira peltata	Black-throated Wattle-eye
btweye2	Platysteira cyanea	Brown-throated Wattle-eye
btywar	Setophaga nigrescens	Black-throated Gray Warbler
bubbab1	Pellorneum tickelli	Buff-breasted Babbler
bubbee2	Merops lafresnayii	Ethiopian Bee-eater
bubcor1	Uraeginthus angolensis	Southern Cordonbleu
bubfly	Empidonax fulvifrons	Buff-breasted Flycatcher
bubgro1	Cyanoloxia cyanoides	Blue-black Grosbeak
bubgro2	Cyanoloxia rothschildii	Amazonian Grosbeak
bubher1	Phaethornis subochraceus	Buff-bellied Hermit
bubhum	Amazilia yucatanensis	Buff-bellied Hummingbird
bubrai1	Gallirallus philippensis	Buff-banded Rail
bubsan	Calidris subruficollis	Buff-breasted Sandpiper
bubtan2	Stilpnia cayana	Burnished-buff Tanager
bubwar1	Phylloscopus pulcher	Buff-barred Warbler
bubwar2	Phyllolais pulchella	Buff-bellied Warbler
bubwre1	Cantorchilus leucotis	Buff-breasted Wren
bucbus1	Lophotis gindiana	Buff-crested Bustard
bucjac1	Galbula cyanicollis	Blue-cheeked Jacamar
bucmot2	Momotus lessonii	Lesson's Motmot
bucmot4	Momotus momota	Amazonian Motmot
bucnig	Antrostomus ridgwayi	Buff-collared Nightjar
bucpar	Thectocercus acuticaudatus	Blue-crowned Parakeet
bucred1	Phoenicurus coeruleocephala	Blue-capped Redstart
budger	Melopsittacus undulatus	Budgerigar
buebar1	Psilopogon cyanotis	Blue-eared Barbet
buebar2	Psilopogon duvaucelii	Black-eared Barbet
buffle	Bucephala albeola	Bufflehead
bufpar	Amazona aestiva	Turquoise-fronted Amazon
bufpip1	Anthus vaalensis	Buffy Pipit
buggna	Polioptila caerulea	Blue-gray Gnatcatcher
bugsta1	Lamprotornis australis	Burchell's Starling
bugtan	Thraupis episcopus	Blue-gray Tanager
buhshr1	Lanius bucephalus	Bull-headed Shrike
buhvir	Vireo solitarius	Blue-headed Vireo
bulalb2	Thalassarche bulleri	Buller's Albatross
bulori	Icterus bullockii	Bullock's Oriole
bulpet	Bulweria bulwerii	Bulwer's Petrel
bulshe	Ardenna bulleri	Buller's Shearwater
bunere1	Eremomela usticollis	Burnt-neck Eremomela
bunibi1	Theristicus caudatus	Buff-necked Ibis
burcou2	Cursorius rufus	Burchell's Courser
burowl	Athene cunicularia	Burrowing Owl
burpar	Cyanoliseus patagonus	Burrowing Parakeet
bursan1	Pterocles burchelli	Burchell's Sandgrouse
burshr1	Lanius collurioides	Burmese Shrike
burtho1	Acanthiza reguloides	Buff-rumped Thornbill
burthr	Monticola solitarius	Blue Rock-Thrush
burwar1	Myiothlypis fulvicauda	Buff-rumped Warbler
busflu1	Sarothrura elegans	Buff-spotted Flufftail
bushti	Psaltriparus minimus	Bushtit
buspet1	Gymnoris dentata	Sahel Bush Sparrow
buswoo1	Pardipicus nivosus	Buff-spotted Woodpecker
butapa1	Apalis rufogularis	Buff-throated Apalis
butfly1	Cyornis rubeculoides	Blue-throated Flycatcher
buthum	Lampornis clemenciae	Blue-throated Mountain-gem
butkne1	Burhinus grallarius	Bush Thick-knee
butpig1	Pipile cumanensis	Blue-throated Piping-Guan
butpig2	Pipile grayi	White-throated Piping-Guan
butsal1	Saltator maximus	Buff-throated Saltator
butwar1	Phylloscopus subaffinis	Buff-throated Warbler
butwoo1	Xiphorhynchus guttatus	Buff-throated Woodcreeper
buwcin1	Cinclodes fuscus	Buff-winged Cinclodes
buwgoo1	Cyanochen cyanoptera	Blue-winged Goose
buwmac1	Primolius maracana	Blue-winged Macaw
buwpar3	Forpus xanthopterygius	Cobalt-rumped Parrotlet
buwtea	Spatula discors	Blue-winged Teal
buwwar	Vermivora cyanoptera	Blue-winged Warbler
bwfshr1	Hemipus picatus	Bar-winged Flycatcher-shrike
bwfshr2	Hemipus hirundinaceus	Black-winged Flycatcher-shrike
bwgdov1	Metriopelia melanoptera	Black-winged Ground Dove
caacac1	Pseudoseisura cristata	Caatinga Cacholote
cabbun1	Emberiza cabanisi	Cabanis's Bunting
cabgoo1	Cereopsis novaehollandiae	Cape Barren Goose
cabgre1	Phyllastrephus cabanisi	Cabanis's Greenbul
cacgoo1	Branta hutchinsii	Cackling Goose
cacpar1	Eupsittula cactorum	Cactus Parakeet
cacwre	Campylorhynchus brunneicapillus	Cactus Wren
caicha1	Fringilla canariensis	Canary Islands Chaffinch
caichi1	Phylloscopus canariensis	Canary Islands Chiffchaff
caisto1	Saxicola dacotiae	Fuerteventura Stonechat
calgna	Polioptila californica	California Gnatcatcher
calgul	Larus californicus	California Gull
calhum	Selasphorus calliope	Calliope Hummingbird
callar1	Melanocorypha calandra	Calandra Lark
calqua	Callipepla californica	California Quail
calthr	Toxostoma redivivum	California Thrasher
caltow	Melozone crissalis	California Towhee
camfli1	Colaptes campestris	Campo Flicker
camtro1	Icterus jamacaii	Campo Troupial
camwar	Setophaga tigrina	Cape May Warbler
caneme1	Cynanthus canivetii	Canivet's Emerald
cangoo	Branta canadensis	Canada Goose
cantow	Melozone fusca	Canyon Towhee
canvas	Aythya valisineria	Canvasback
canwar	Cardellina canadensis	Canada Warbler
canwre	Catherpes mexicanus	Canyon Wren
capbab1	Turdoides atripennis	Capuchin Babbler
capbul1	Pycnonotus capensis	Cape Bulbul
capbun1	Emberiza capensis	Cape Bunting
capcan1	Serinus canicollis	Cape Canary
capcro1	Sylvietta rufescens	Long-billed Crombec
capcro2	Corvus capensis	Cape Crow
capfra2	Pternistis capensis	Cape Spurfowl
capgan1	Morus capensis	Cape Gannet
capgls1	Lamprotornis nitens	Cape Starling
capgra1	Sphenoeacus afer	Cape Grassbird
capher1	Pilherodius pileatus	Capped Heron
cappet	Daption capense	Pintado Petrel
capsee1	Sporophila bouvreuil	Copper Seedeater
capsho1	Spatula smithii	Cape Shoveler
capspa1	Passer melanurus	Cape Sparrow
capsug1	Promerops cafer	Cape Sugarbird
captea1	Anas capensis	Cape Teal
capwag1	Motacilla capensis	Cape Wagtail
capwea1	Ploceus capensis	Cape Weaver
capwhe1	Oenanthe pileata	Capped Wheatear
capwhe2	Zosterops virens	Cape White-eye
capwhe6	Zosterops pallidus	Orange River White-eye
carcha1	Dessonornis caffer	Cape Robin-Chat
carchi	Poecile carolinensis	Carolina Chickadee
carcis1	Cisticola carruthersi	Carruthers's Cisticola
cargra1	Quiscalus lugubris	Carib Grackle
carque1	Quelea cardinalis	Cardinal Quelea
cartit2	Melaniparus carpi	Carp's Tit
carwoo1	Dendropicos fuscescens	Cardinal Woodpecker
carwre	Thryothorus ludovicianus	Carolina Wren
casauk	Ptychoramphus aleuticus	Cassin's Auklet
casfin	Haemorhous cassinii	Cassin's Finch
casfly1	Muscicapa cassini	Cassin's Flycatcher
casgul2	Larus cachinnans	Caspian Gull
casgul4	Larus mongolicus	Mongolian Gull
cashae1	Aquila africana	Cassin's Hawk-Eagle
caskin	Tyrannus vociferans	Cassin's Kingbird
cassno1	Tetraogallus caspius	Caspian Snowcock
casspa	Peucaea cassinii	Cassin's Sparrow
caster1	Hydroprogne caspia	Caspian Tern
castit2	Poecile hyrcanus	Caspian Tit
casvir	Vireo cassinii	Cassin's Vireo
categr1	Ardea ibis	Western Cattle-Egret
categr2	Ardea coromanda	Eastern Cattle-Egret
cattyr	Machetornis rixosa	Cattle Tyrant
causno1	Tetraogallus caucasicus	Caucasian Snowcock
cavspa1	Passer iagoensis	Cape Verde Sparrow
cavswa	Petrochelidon fulva	Cave Swallow
cbfdov1	Ptilinopus viridis	Claret-breasted Fruit-Dove
cbqthr1	Cinclosoma castaneothorax	Chestnut-breasted Quail-thrush
cbrthr1	Monticola rufiventris	Chestnut-bellied Rock-Thrush
cbsfin	Sporophila angolensis	Chestnut-bellied Seed-Finch
cbslar1	Eremopterix leucotis	Chestnut-backed Sparrow-Lark
ccbeat1	Merops oreobates	Cinnamon-chested Bee-eater
ccfgle1	Clibanornis rectirostris	Chestnut-capped Foliage-gleaner
ccswea1	Plocepasser superciliosus	Chestnut-crowned Sparrow-Weaver
cedwax	Bombycilla cedrorum	Cedar Waxwing
cerwar	Setophaga cerulea	Cerulean Warbler
cetwar1	Cettia cetti	Cetti's Warbler
cfweye1	Zosterops erythropleurus	Chestnut-flanked White-eye
chacha1	Ortalis canicollis	Chaco Chachalaca
chacis1	Cisticola anonymus	Chattering Cisticola
chaear1	Tarphonomus certhioides	Chaco Earthcreeper
chaswi2	Chaetura chapmani	Chapman's Swift
chbant1	Poliocrania exsul	Chestnut-backed Antbird
chbant2	Thamnophilus palliatus	Chestnut-backed Antshrike
chbbun1	Emberiza stewarti	White-capped Bunting
chbchi	Poecile rufescens	Chestnut-backed Chickadee
chbcuc2	Scythrops novaehollandiae	Channel-billed Cuckoo
chbeat1	Merops leschenaulti	Chestnut-headed Bee-eater
chbeup1	Euphonia pectoralis	Chestnut-bellied Euphonia
chbgua1	Penelope ochrogaster	Chestnut-bellied Guan
chbkin2	Halcyon badia	Chocolate-backed Kingfisher
chbmal4	Phaenicophaeus curvirostris	Chestnut-breasted Malkoha
chbmoc1	Mimus saturninus	Chalk-browed Mockingbird
chbmun1	Lonchura castaneothorax	Chestnut-breasted Munia
chbneg1	Nigrita bicolor	Chestnut-breasted Nigrita
chbnut3	Sitta cinnamoventris	Chestnut-bellied Nuthatch
chbpar3	Bambusicola thoracicus	Chinese Bamboo-Partridge
chbplo1	Anarhynchus pallidus	Chestnut-banded Plover
chbqut1	Cinclosoma marginatum	Western Quail-thrush
chbros1	Carpodacus davidianus	Chinese Beautiful Rosefinch
chbsan	Pterocles exustus	Chestnut-bellied Sandgrouse
chbsee1	Sporophila castaneiventris	Chestnut-bellied Seedeater
chbsta1	Lamprotornis pulcher	Chestnut-bellied Starling
chbtan1	Stilpnia preciosa	Chestnut-backed Tanager
chbtou1	Ramphastos vitellinus	Channel-billed Toucan
chbwar1	Locustella tacsanowskia	Chinese Bush Warbler
chcbab1	Timalia pileata	Chestnut-capped Babbler
chcbab2	Pomatostomus ruficeps	Chestnut-crowned Babbler
chcbec1	Pachyramphus castaneus	Chestnut-crowned Becard
chcbla2	Chrysomus ruficapillus	Chestnut-capped Blackbird
chcfly1	Erythrocercus mccallii	Chestnut-capped Flycatcher
chclau2	Trochalopteron erythrocephalum	Chestnut-crowned Laughingthrush
chclon	Calcarius ornatus	Chestnut-collared Longspur
chcsta1	Agropsar philippensis	Chestnut-cheeked Starling
chcter2	Thalasseus bernsteini	Chinese Crested Tern
chcwar2	Phylloscopus castaniceps	Chestnut-crowned Warbler
cheara1	Pteroglossus castanotis	Chestnut-eared Aracari
chebul1	Hemixos castanonotus	Chestnut Bulbul
chebun1	Emberiza rutila	Chestnut Bunting
chebun2	Emberiza fucata	Chestnut-eared Bunting
chemun	Lonchura atricapilla	Chestnut Munia
chephe1	Catreus wallichii	Cheer Pheasant
chequt1	Cinclosoma castanotum	Chestnut Quail-thrush
chesee1	Sporophila cinnamomea	Chestnut Seedeater
chespa1	Passer eminibey	Chestnut Sparrow
chetea1	Anas castanea	Chestnut Teal
chethr1	Turdus rubrocanus	Chestnut Thrush
chewea1	Ploceus rubiginosus	Chestnut Weaver
chewoo2	Celeus elegans	Chestnut Woodpecker
chfmac1	Ara severus	Chestnut-fronted Macaw
chgshr1	Lanius sphenocercus	Chinese Gray Shrike
chhoro1	Psarocolius wagleri	Chestnut-headed Oropendola
chhtes1	Cettia castaneocoronata	Chestnut-headed Tesia
chibab2	Pterorhinus lanceolatus	Chinese Babax
chibar1	Psilopogon faber	Chinese Barbet
chibat1	Batis molitor	Chinspot Batis
chibla1	Turdus mandarinus	Chinese Blackbird
chicar1	Daptrius chimango	Chimango Caracara
chicis1	Cisticola pipiens	Chirping Cisticola
chifla1	Phoenicopterus chilensis	Chilean Flamingo
chifli1	Colaptes pitius	Chilean Flicker
chifra1	Francolinus pintadeanus	Chinese Francolin
chiful1	Fulvetta striaticollis	Chinese Fulvetta
chilew1	Phylloscopus yunnanensis	Chinese Leaf Warbler
chimoc1	Mimus thenca	Chilean Mockingbird
chipen2	Pygoscelis antarcticus	Chinstrap Penguin
chipig2	Patagioenas araucana	Chilean Pigeon
chirav	Corvus cryptoleucus	Chihuahuan Raven
chirub1	Calliope tschebaiewi	Chinese Rubythroat
chisku1	Stercorarius chilensis	Chilean Skua
chispa	Spizella passerina	Chipping Sparrow
chiswa1	Tachycineta leucopyga	Chilean Swallow
chiswi	Chaetura pelagica	Chimney Swift
chithr1	Turdus chiguanco	Chiguanco Thrush
chithr2	Turdus mupinensis	Chinese Thrush
chivir1	Vireo chivi	Chivi Vireo
chiwed1	Psophodes occidentalis	Chiming Wedgebill
chiwed2	Psophodes cristatus	Chirruping Wedgebill
chiwig1	Mareca sibilatrix	Chiloe Wigeon
chnfra2	Pternistis castaneicollis	Chestnut-naped Spurfowl
chobla1	Gnorimopsar chopi	Chopi Blackbird
chospi2	Schoeniophylax phryganophilus	Chotoy Spinetail
chpher1	Ardeola bacchus	Chinese Pond-Heron
chptit1	Remiz consobrinus	Chinese Penduline-Tit
chrtho1	Acanthiza uropygialis	Chestnut-rumped Thornbill
chspet1	Gymnoris xanthocollis	Yellow-throated Sparrow
chswar	Setophaga pensylvanica	Chestnut-sided Warbler
chtant2	Sciaphylax hemimelaena	Chestnut-tailed Antbird
chtmin1	Actinodura strigula	Chestnut-tailed Minla
chucis1	Cisticola chubbi	Chubb's Cisticola
chukar	Alectoris chukar	Chukar
chutap1	Scelorchilus rubecula	Chucao Tapaculo
chvcon1	Conirostrum speciosum	Chestnut-vented Conebill
chvnut1	Sitta nagaensis	Chestnut-vented Nuthatch
chvtyr2	Neoxolmis rufiventris	Chocolate-vented Tyrant
chweye1	Dyaphorophyia castanea	Chestnut Wattle-eye
chwhoo1	Ancistrops strigilatus	Chestnut-winged Hookbill
chwsta1	Onychognathus fulgidus	Chestnut-winged Starling
chwwid	Antrostomus carolinensis	Chuck-will's-widow
cibbun1	Emberiza tahapisi	Cinnamon-breasted Bunting
cibgrt1	Muscisaxicola capistratus	Cinnamon-bellied Ground-Tyrant
cibspi1	Synallaxis hypospodia	Cinereous-breasted Spinetail
cibwar1	Bradypterus cinnamomeus	Cinnamon Bracken-Warbler
cinant1	Thamnomanes caesius	Cinereous Antshrike
cinatt1	Attila cinnamomeus	Cinnamon Attila
cinbec1	Pachyramphus cinnamomeus	Cinnamon Becard
cinbec2	Pachyramphus rufus	Cinereous Becard
cinbit1	Botaurus cinnamomeus	Cinnamon Bittern
cinbun1	Emberiza cineracea	Cinereous Bunting
cinhar1	Circus cinereus	Cinereous Harrier
cinhum1	Amazilia rutila	Cinnamon Hummingbird
cinmou1	Laniocera hypopyrra	Cinereous Mourner
cintan1	Schistochlamys ruficapillus	Cinnamon Tanager
cintea	Spatula cyanoptera	Cinnamon Teal
cintin1	Crypturellus cinereus	Cinereous Tinamou
cintyr1	Knipolegus striaticeps	Cinereous Tyrant
cinvul1	Aegypius monachus	Cinereous Vulture
ciqthr1	Cinclosoma cinnamomeum	Cinnamon Quail-thrush
cirbun1	Emberiza cirlus	Cirl Bunting
citfin1	Carduelis citrinella	Citril Finch
cither1	Phaethornis nattereri	Cinnamon-throated Hermit
citwag	Motacilla citreola	Citrine Wagtail
citwoo1	Dendrexetastes rufigula	Cinnamon-throated Woodcreeper
clafra1	Pternistis clappertoni	Clapperton's Spurfowl
clagre	Aechmophorus clarkii	Clark's Grebe
clalew1	Phylloscopus claudiae	Claudia's Leaf Warbler
clanut	Nucifraga columbiana	Clark's Nutcracker
clarai11	Rallus crepitans	Clapper Rail
clcrob	Turdus grayi	Clay-colored Thrush
clcspa	Spizella pallida	Clay-colored Sparrow
clifly1	Hirundinea ferruginea	Cliff Flycatcher
cliswa	Petrochelidon pyrrhonota	Cliff Swallow
clocis1	Cisticola textrix	Cloud Cisticola
clrwar1	Acrocephalus stentoreus	Clamorous Reed Warbler
coatit2	Periparus ater	Coal Tit
cobtan1	Chlorospingus flavopectus	Common Chlorospingus
cocboo1	Sula brewsteri	Cocos Booby
cocher1	Ardea cocoi	Cocoi Heron
cocjac1	Irediparra gallinacea	Comb-crested Jacana
cockat	Nymphicus hollandicus	Cockatiel
cocwoo1	Xiphorhynchus susurrans	Cocoa Woodcreeper
codfin1	Diuca diuca	Diuca Finch
codpet1	Pelecanoides urinatrix	Common Diving-Petrel
coffal1	Micrastur semitorquatus	Collared Forest-Falcon
cogdov	Columbina passerina	Common Ground Dove
cogwar1	Locustella naevia	Common Grasshopper Warbler
cohcuc1	Hierococcyx varius	Common Hawk-Cuckoo
colara2	Pteroglossus torquatus	Collared Aracari
colcre1	Melanopareia torquata	Collared Crescentchest
colcro1	Corvus torquatus	Collared Crow
coleto1	Sarcops calvus	Coleto
colfin1	Spizixos semitorques	Collared Finchbill
colfly1	Ficedula albicollis	Collared Flycatcher
colgro1	Mycerobas affinis	Collared Grosbeak
colkin1	Todiramphus chloris	Collared Kingfisher
colowl1	Taenioptynx brodiei	Collared Owlet
colplo1	Anarhynchus collaris	Collared Plover
colpra	Glareola pratincola	Collared Pratincole
colpuf1	Bucco capensis	Collared Puffbird
colspa1	Tachyspiza cirrocephala	Collared Sparrowhawk
colsun2	Hedydipna collaris	Collared Sunbird
coltro1	Trogon collaris	Collared Trogon
colwar	Leiothlypis crissalis	Colima Warbler
combab1	Argya huttoni	Afghan Babbler
combab3	Argya caudata	Common Babbler
comblh1	Buteogallus anthracinus	Common Black Hawk
combri2	Bleda syndactylus	Red-tailed Bristlebill
combro1	Phaps chalcoptera	Common Bronzewing
combul2	Pycnonotus barbatus	Common Bulbul
combuz1	Buteo buteo	Common Buzzard
combuz6	Buteo japonicus	Eastern Buzzard
comcan	Serinus canaria	Island Canary
comcha	Fringilla coelebs	Common Chaffinch
comcha16	Fringilla moreletti	Azores Chaffinch
comcha17	Fringilla maderensis	Madeira Chaffinch
comchi1	Phylloscopus collybita	Common Chiffchaff
comcra	Grus grus	Common Crane
comcuc	Cuculus canorus	Common Cuckoo
comduc2	Sarkidiornis melanotos	Knob-billed Duck
comeid	Somateria mollissima	Common Eider
comfla1	Dinopium javanense	Common Flameback
comgal1	Gallinula galeata	Common Gallinule
comgol	Bucephala clangula	Common Goldeneye
comgon1	Laniarius barbarus	Yellow-crowned Gonolek
comgra	Quiscalus quiscula	Common Grackle
comgre	Tringa nebularia	Common Greenshank
comhom1	Delichon urbicum	Western House-Martin
comhom2	Delichon lagopodum	Siberian House-Martin
comior1	Aegithina tiphia	Common Iora
comkin1	Alcedo atthis	Common Kingfisher
comloo	Gavia immer	Common Loon
commer	Mergus merganser	Common Merganser
commin1	Geositta cunicularia	Common Miner
commoo3	Gallinula chloropus	Eurasian Moorhen
commur	Uria aalge	Common Murre
commyn	Acridotheres tristis	Common Myna
comnig	Chordeiles minor	Common Nighthawk
comnig1	Luscinia megarhynchos	Common Nightingale
compau	Nyctidromus albicollis	Common Pauraque
compea	Pavo cristatus	Indian Peafowl
compoc	Aythya ferina	Common Pochard
compoo	Phalaenoptilus nuttallii	Common Poorwill
compot1	Nyctibius griseus	Common Potoo
comqua1	Coturnix coturnix	Common Quail
comrav	Corvus corax	Common Raven
comred1	Tringa totanus	Common Redshank
comred2	Phoenicurus phoenicurus	Common Redstart
comros	Carpodacus erythrinus	Common Rosefinch
comsan	Actitis hypoleucos	Common Sandpiper
comshe	Tadorna tadorna	Common Shelduck
comsni	Gallinago gallinago	Common Snipe
comswi	Apus apus	Common Swift
comtai1	Orthotomus sutorius	Common Tailorbird
comter	Sterna hirundo	Common Tern
comwax	Estrilda astrild	Common Waxbill
comwea1	Pachyphantes superciliosus	Compact Weaver
comwoo1	Tephrodornis pondicerianus	Common Woodshrike
comyel	Geothlypis trichas	Common Yellowthroat
conwar	Oporornis agilis	Connecticut Warbler
coohaw	Astur cooperii	Cooper's Hawk
coopet	Pterodroma cookii	Cook's Petrel
cooswi1	Apus cooki	Cook's Swift
copbar1	Psilopogon haemacephalus	Coppersmith Barbet
copgoo1	Nettapus coromandelianus	Cotton Pygmy-Goose
copkin1	Tanysiptera galatea	Common Paradise-Kingfisher
copphe1	Syrmaticus soemmerringii	Copper Pheasant
copqut1	Cinclosoma clarum	Copperback Quail-thrush
copsun2	Cinnyris cupreus	Copper Sunbird
copthr1	Cichladusa arquata	Collared Palm-Thrush
coqfra2	Campocolinus coqui	Coqui Francolin
corbun1	Emberiza calandra	Corn Bunting
corcan1	Asthenes modesta	Cordilleran Canastero
corcra	Crex crex	Corn Crake
corfin1	Carduelis corsicana	Corsican Finch
cornut1	Sitta whiteheadi	Corsican Nuthatch
corpip1	Anthus correndera	Correndera Pipit
corplo	Charadrius hiaticula	Common Ringed Plover
corshe1	Calonectris borealis	Cory's Shearwater
corwre1	Pheugopedius coraya	Coraya Wren
cosbil1	Rhinopomastus cyanomelas	Common Scimitarbill
coseag1	Circaetus spectabilis	Congo Snake-Eagle
coshum	Calypte costae	Costa's Hummingbird
cosowl1	Otus lettia	Collared Scops-Owl
cosswa1	Coscoroba coscoroba	Coscoroba Swan
cotcou1	Centropus cupreicaudus	Coppery-tailed Coucal
cotfly1	Todirostrum cinereum	Common Tody-Flycatcher
cottyr1	Alectrurus tricolor	Cock-tailed Tyrant
coukin	Tyrannus couchii	Couch's Kingbird
cowpar1	Brotogeris cyanoptera	Cobalt-winged Parakeet
cowpig1	Columba palumbus	Common Wood-Pigeon
cowscj1	Aphelocoma californica	California Scrub-Jay
crahaw	Geranospiza caerulescens	Crane Hawk
cramur	Synthliboramphus craveri	Craveri's Murrelet
craplo1	Dromas ardeola	Crab-Plover
crbfin3	Carpodacus subhimachalus	Crimson-browed Finch
crbgon1	Laniarius atrococcineus	Crimson-breasted Gonolek
crbtan1	Ramphocelus dimidiatus	Crimson-backed Tanager
crbthr1	Turdus amaurochalinus	Creamy-bellied Thrush
crbwoo2	Campephilus leucopogon	Cream-backed Woodpecker
crbwoo6	Dryobates cathpharius	Crimson-naped Woodpecker
crbwoo7	Dryobates pernyii	Necklaced Woodpecker
crccou1	Cursorius cursor	Cream-colored Courser
crcwar	Oreothlypis superciliosa	Crescent-chested Warbler
crcwoo1	Campephilus melanoleucos	Crimson-crested Woodpecker
crcwoo2	Celeus flavus	Cream-colored Woodpecker
creauk	Aethia cristatella	Crested Auklet
crebar1	Trachyphonus vaillantii	Crested Barbet
crebec1	Pachyramphus validus	Crested Becard
